Sexo;País;Nivel de formación;Grado de urbanización;periodo;Total
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;TOTAL;2004;16,10
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2024;18,00
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2023;18,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2022;18,10
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2021;17,80
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2020;15,50
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2019;15,00
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2018;15,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2017;15,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2016;15,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2015;15,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2014;15,10
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2013;15,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2012;15,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2011;15,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2010;15,60
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2009;16,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2008;16,50
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2007;17,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2006;18,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2005;18,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas densamente pobladas;2004;17,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2024;16,60
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2023;17,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2022;17,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2021;16,90
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2020;14,70
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2019;13,70
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2018;13,70
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2017;13,80
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2016;13,70
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2015;13,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2014;13,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2013;13,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2012;13,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2011;12,10
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2010;12,70
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2009;13,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2008;13,60
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2007;14,60
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2006;15,90
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2005;16,60
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas intermedias;2004;15,90
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2024;11,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2023;12,60
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2022;12,90
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2021;12,20
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2020;11,10
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2019;9,90
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2018;9,90
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2017;10,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2016;10,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2015;9,70
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2014;9,60
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2013;10,00
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2012;10,40
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2011;10,00
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2010;10,60
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2009;11,00
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2008;11,10
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2007;12,30
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2006;13,90
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2005;13,70
AMBOS SEXOS;Alemania;1ª etapa E. Secundaria o inferior;Áreas escasamente pobladas;2004;12,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2024;49,30
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2023;49,80
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2022;51,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2021;51,60
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2020;54,50
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2019;56,80
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2018;57,50
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2017;57,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2016;58,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2015;59,10
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2014;59,80
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2013;58,10
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2012;58,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2011;59,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2010;59,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2009;59,10
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2008;59,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2007;60,10
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2006;59,30
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2005;58,60
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;TOTAL;2004;59,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2024;41,30
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2023;42,30
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2022;43,50
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2021;44,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2020;47,30
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2019;48,30
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2018;49,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2017;49,80
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2016;50,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2015;51,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2014;52,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2013;50,70
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2012;51,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2011;54,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2010;54,70
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2009;54,30
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2008;55,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2007;55,50
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2006;54,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2005;54,30
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas densamente pobladas;2004;55,50
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2024;52,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2023;52,60
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2022;53,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2021;54,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2020;57,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2019;59,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2018;60,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2017;60,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2016;60,70
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2015;61,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2014;62,10
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2013;60,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2012;60,50
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2011;62,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2010;63,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2009;62,70
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2008;63,40
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2007;63,60
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2006;62,60
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2005;61,30
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas intermedias;2004;60,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2024;59,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2023;60,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2022;60,60
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2021;60,70
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2020;63,50
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2019;65,80
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2018;66,80
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2017;66,60
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2016;66,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2015;67,70
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2014;68,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2013;65,90
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2012;65,80
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2011;66,80
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2010;67,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2009;67,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2008;67,50
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2007;67,20
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2006;66,00
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2005;65,10
AMBOS SEXOS;Alemania;2ª etapa E. Secundaria;Áreas escasamente pobladas;2004;64,60
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2024;34,50
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2023;33,30
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2022;32,30
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2021;32,10
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2020;31,20
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2019;29,90
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2018;29,10
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2017;28,60
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2016;28,30
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2015;27,60
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2014;27,10
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2013;28,60
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2012;28,20
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2011;27,70
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2010;26,70
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2009;26,40
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2008;25,40
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2007;24,30
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2006;23,90
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2005;24,60
AMBOS SEXOS;Alemania;E. Superior;TOTAL;2004;24,90
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2024;40,70
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2023;39,40
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2022;38,40
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2021;38,10
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2020;37,30
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2019;36,60
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2018;35,70
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2017;35,00
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2016;34,80
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2015;33,50
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2014;32,70
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2013;33,80
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2012;33,40
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2011;30,80
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2010;29,70
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2009;29,40
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2008;28,30
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2007;27,30
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2006;26,80
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2005;27,40
AMBOS SEXOS;Alemania;E. Superior;Áreas densamente pobladas;2004;27,10
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2024;31,20
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2023;30,10
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2022;28,80
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2021;28,70
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2020;28,30
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2019;26,90
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2018;26,20
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2017;25,80
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2016;25,60
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2015;25,20
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2014;24,70
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2013;26,40
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2012;26,10
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2011;25,00
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2010;23,90
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2009;23,90
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2008;23,00
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2007;21,70
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2006;21,60
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2005;22,10
AMBOS SEXOS;Alemania;E. Superior;Áreas intermedias;2004;23,10
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2024;28,70
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2023;27,20
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2022;26,50
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2021;27,00
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2020;25,40
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2019;24,20
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2018;23,40
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2017;23,10
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2016;22,70
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2015;22,60
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2014;22,20
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2013;24,10
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2012;23,90
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2011;23,10
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2010;22,40
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2009;22,00
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2008;21,40
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2007;20,40
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2006;20,10
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2005;21,20
AMBOS SEXOS;Alemania;E. Superior;Áreas escasamente pobladas;2004;22,50
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2024;13,80
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2023;14,00
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2022;14,10
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2021;14,10
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2020;14,30
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2019;14,40
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2018;14,70
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2017;15,00
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2016;15,50
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2015;15,40
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2014;16,10
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2013;17,00
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2012;17,10
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2011;17,60
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2010;17,60
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2009;18,40
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2008;19,10
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2007;20,10
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2006;19,90
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2005;19,60
AMBOS SEXOS;Austria;1ª etapa E. Secundaria o inferior;TOTAL;2004;20,40
